Sequence name,Lineage,Conflict,Ambiguity score,Scorpio call,Scorpio support,Scorpio conflict,Note,pangolin version,pangolin-data version
hCoV-19/Kenya/ILRI_KEM-21-03-95723/2021|EPI_ISL_4252204|2021-03-22,B.1.351,0.0,,Beta (B.1.351-like),0.79,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Mayotte/IPP22375/2021|EPI_ISL_3979687|2021-08-04,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(3/3),4.1.3,v1.16
hCoV-19/Thailand/Narathiwat_SEQ15696/2021|EPI_ISL_4262472|2021-09-05,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/France/NAQ-Poitiers_9900206101/2021|EPI_ISL_2226283|2021-03-15,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Malaysia/IMR_WC273238/2021|EPI_ISL_2684231|2021-05-17,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Malaysia/IMR_016258/2021|EPI_ISL_2683956|2021-05-02,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Malaysia/IMR_WC267290/2021|EPI_ISL_2685836|2021-05-13,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/France/BRE-8600554329/2021|EPI_ISL_4549078|2021-03-23,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/France/BRE-8600554143/2021|EPI_ISL_4549077|2021-03-23,B.1.351.2,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351.2(1/1),4.1.3,v1.16
hCoV-19/France/BRE-8600537930/2021|EPI_ISL_4549055|2021-03-04,B.1.351.2,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351.2(3/3),4.1.3,v1.16
hCoV-19/France/BRE-8600564634/2021|EPI_ISL_4549096|2021-04-03,B.1.351.2,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351.2(1/1),4.1.3,v1.16
hCoV-19/France/BRE-8600565477/2021|EPI_ISL_4549100|2021-04-05,B.1.351.2,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351.2(1/1),4.1.3,v1.16
hCoV-19/France/BRE-8600178754/2021|EPI_ISL_4548994|2021-04-07,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Malaysia/TIDREC-NSC146/2021|EPI_ISL_4565050|2021-07-25,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Thailand/Narathiwat_SEQ16799/2021|EPI_ISL_4635432|2021-09-14,B.1.351,0.0,,Beta (B.1.351-like),0.64,0.21,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Thailand/Narathiwat_SEQ16452/2021|EPI_ISL_4636436|2021-09-09,B.1.351,0.0,,Beta (B.1.351-like),0.79,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Thailand/Narathiwat_SEQ16451/2021|EPI_ISL_4636435|2021-09-11,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Taiwan/TSGH-40/2021|EPI_ISL_2692999|2021-04-25,B.1.351,0.0,,,,,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56209/2021|EPI_ISL_4715098|2021-06-16,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52835/2021|EPI_ISL_4713287|2021-06-03,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56935/2021|EPI_ISL_4715014|2021-06-23,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56902/2021|EPI_ISL_4715042|2021-06-21,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-54707/2021|EPI_ISL_4714651|2021-06-11,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53259/2021|EPI_ISL_4713329|2021-06-04,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52237/2021|EPI_ISL_4713338|2021-06-05,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56759/2021|EPI_ISL_4714666|2021-06-26,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53232/2021|EPI_ISL_4713344|2021-06-04,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56837/2021|EPI_ISL_4714685|2021-06-28,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53796/2021|EPI_ISL_4713358|2021-06-04,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53289/2021|EPI_ISL_4713365|2021-06-07,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-57021/2021|EPI_ISL_4714691|2021-06-21,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-51943/2021|EPI_ISL_4712031|2021-05-31,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-51291/2021|EPI_ISL_4712038|2021-05-28,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-51965/2021|EPI_ISL_4712045|2021-05-28,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53290/2021|EPI_ISL_4713370|2021-06-07,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52039/2021|EPI_ISL_4712048|2021-05-29,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53656/2021|EPI_ISL_4713394|2021-06-01,B.1.351,0.0,,Beta (B.1.351-like),0.79,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56933/2021|EPI_ISL_4714618|2021-06-23,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56817/2021|EPI_ISL_4714619|2021-06-28,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-28929/2021|EPI_ISL_4714639|2021-04-06,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53239/2021|EPI_ISL_4713312|2021-06-02,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53350/2021|EPI_ISL_4713170|2021-06-03,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52229/2021|EPI_ISL_4713193|2021-06-04,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52228/2021|EPI_ISL_4713210|2021-06-04,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53728/2021|EPI_ISL_4713216|2021-06-07,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53682/2021|EPI_ISL_4713249|2021-06-03,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53736/2021|EPI_ISL_4713255|2021-06-08,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52849/2021|EPI_ISL_4713277|2021-06-04,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52397/2021|EPI_ISL_4712199|2021-05-29,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-32878/2021|EPI_ISL_4716550|2021-04-09,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-29114/2021|EPI_ISL_4716563|2021-04-07,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56825/2021|EPI_ISL_4715232|2021-06-28,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-55639/2021|EPI_ISL_4715244|2021-06-15,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-45411/2021|EPI_ISL_4716570|2021-04-25,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-55819/2021|EPI_ISL_4715241|2021-06-18,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53849/2021|EPI_ISL_4716578|2021-05-28,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56267/2021|EPI_ISL_4715247|2021-06-18,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53847/2021|EPI_ISL_4716584|2021-05-28,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-57530/2021|EPI_ISL_4715258|2021-06-18,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56207/2021|EPI_ISL_4715262|2021-06-15,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52221/2021|EPI_ISL_4713561|2021-06-03,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53253/2021|EPI_ISL_4713568|2021-06-03,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53709/2021|EPI_ISL_4713574|2021-06-06,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-32882/2021|EPI_ISL_4716606|2021-04-09,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53782/2021|EPI_ISL_4713588|2021-06-03,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-45677/2021|EPI_ISL_4716613|2021-05-10,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53365/2021|EPI_ISL_4713592|2021-06-07,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-55502/2021|EPI_ISL_4716628|2021-06-03,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-42867/2021|EPI_ISL_4716632|2021-03-05,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56237/2021|EPI_ISL_4715300|2021-06-13,B.1.351,0.0,,,,,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53956/2021|EPI_ISL_4716648|2021-05-27,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53288/2021|EPI_ISL_4713517|2021-06-07,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56665/2021|EPI_ISL_4714846|2021-06-19,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56117/2021|EPI_ISL_4714852|2021-06-19,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52222/2021|EPI_ISL_4713523|2021-06-03,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53267/2021|EPI_ISL_4713531|2021-06-03,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-57002/2021|EPI_ISL_4714879|2021-06-28,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52281/2021|EPI_ISL_4713556|2021-06-04,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-33669/2021|EPI_ISL_4714887|2021-04-22,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56180/2021|EPI_ISL_4715188|2021-06-11,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-33662/2021|EPI_ISL_4715190|2021-04-22,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-49100/2021|EPI_ISL_4715109|2021-05-20,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56816/2021|EPI_ISL_4715113|2021-06-27,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53746/2021|EPI_ISL_4712089|2021-05-27,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-26216/2021|EPI_ISL_4715126|2021-04-12,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56814/2021|EPI_ISL_4715132|2021-06-27,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-57528/2021|EPI_ISL_4715142|2021-06-18,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56100/2021|EPI_ISL_4715159|2021-06-17,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-55670/2021|EPI_ISL_4715165|2021-06-16,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-55593/2021|EPI_ISL_4715176|2021-06-17,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-51968/2021|EPI_ISL_4712115|2021-05-28,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53740/2021|EPI_ISL_4713448|2021-06-08,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56827/2021|EPI_ISL_4714783|2021-06-28,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52242/2021|EPI_ISL_4713455|2021-06-05,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56663/2021|EPI_ISL_4714787|2021-06-17,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-51559/2021|EPI_ISL_4712140|2021-05-31,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52396/2021|EPI_ISL_4712141|2021-05-28,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53660/2021|EPI_ISL_4713479|2021-06-01,B.1.351,0.0,,Beta (B.1.351-like),0.79,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-51984/2021|EPI_ISL_4713495|2021-05-29,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-51694/2021|EPI_ISL_4713496|2021-06-01,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53252/2021|EPI_ISL_4713490|2021-06-02,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-34229/2021|EPI_ISL_4716525|2021-04-18,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-51292/2021|EPI_ISL_4712177|2021-05-28,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53824/2021|EPI_ISL_4716539|2021-05-28,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52394/2021|EPI_ISL_4712178|2021-05-28,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-55589/2021|EPI_ISL_4714709|2021-06-17,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-55783/2021|EPI_ISL_4714700|2021-06-19,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-55803/2021|EPI_ISL_4714723|2021-06-18,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52851/2021|EPI_ISL_4713407|2021-06-04,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56660/2021|EPI_ISL_4714737|2021-06-13,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56199/2021|EPI_ISL_4714745|2021-06-15,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53795/2021|EPI_ISL_4713411|2021-06-04,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56109/2021|EPI_ISL_4714751|2021-06-18,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52398/2021|EPI_ISL_4712104|2021-05-29,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-09073/2021|EPI_ISL_4713435|2021-02-23,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56181/2021|EPI_ISL_4714918|2021-06-09,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56702/2021|EPI_ISL_4714947|2021-06-14,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53276/2021|EPI_ISL_4713628|2021-06-04,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56677/2021|EPI_ISL_4714951|2021-06-11,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56818/2021|EPI_ISL_4714952|2021-06-28,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53794/2021|EPI_ISL_4713631|2021-06-04,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-54006/2021|EPI_ISL_4714975|2021-05-20,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52244/2021|EPI_ISL_4713656|2021-06-05,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-56213/2021|EPI_ISL_4714991|2021-06-16,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52223/2021|EPI_ISL_4713668|2021-06-03,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52225/2021|EPI_ISL_4713044|2021-06-03,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53792/2021|EPI_ISL_4713056|2021-06-04,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52562/2021|EPI_ISL_4713066|2021-06-07,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52837/2021|EPI_ISL_4713061|2021-06-03,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53731/2021|EPI_ISL_4713077|2021-06-07,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53287/2021|EPI_ISL_4713075|2021-06-07,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-51693/2021|EPI_ISL_4713086|2021-06-01,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-16010/2021|EPI_ISL_4713107|2021-03-22,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-53258/2021|EPI_ISL_4713129|2021-06-03,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-52240/2021|EPI_ISL_4713146|2021-06-05,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
hCoV-19/Philippines/PH-PGC-49919/2021|EPI_ISL_4713155|2021-05-18,B.1.351,0.0,,Beta (B.1.351-like),0.86,0.0,Usher placements: B.1.351(1/1),4.1.3,v1.16
