Sequence name,Lineage,Conflict,Ambiguity score,Scorpio call,Scorpio support,Scorpio conflict,Note,pangolin version,pangolin-data version
hCoV-19/Austria/CeMM6872/2021|EPI_ISL_11230284|2021-03-30,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM7355/2021|EPI_ISL_11229684|2021-03-10,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Romania/DJ73098/2021|EPI_ISL_8421360|2021-03-23,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Indonesia/KR-NIHRD-WGS10259/2021|EPI_ISL_7550108|2021-05-30,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(2/2),4.1.3,v1.16
hCoV-19/Austria/CeMM6526/2021|EPI_ISL_11229281|2021-03-23,B.1.1.7,0.14285714285714285,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(6/7) Q.1(1/7),4.1.3,v1.16
hCoV-19/Austria/CeMM7353/2021|EPI_ISL_11229681|2021-03-10,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(4/4),4.1.3,v1.16
hCoV-19/Taiwan/NTU95/2021|EPI_ISL_11333432|2021-06-12,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(6/6),4.1.3,v1.16
hCoV-19/Gibraltar/EXP_07092021-1116530-66/2020|EPI_ISL_7956772|2020-12-29,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(2/2),4.1.3,v1.16
hCoV-19/Gibraltar/EXP_07092021-1115065-46/2020|EPI_ISL_7956760|2020-12-28,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(4/4),4.1.3,v1.16
hCoV-19/Austria/CeMM4619/2021|EPI_ISL_11229385|2021-02-24,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(2/2),4.1.3,v1.16
hCoV-19/Austria/CeMM6883/2021|EPI_ISL_11230285|2021-03-30,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(6/6),4.1.3,v1.16
hCoV-19/Austria/CeMM6325/2021|EPI_ISL_11229776|2021-03-14,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM6516/2021|EPI_ISL_11229286|2021-03-17,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(2/2),4.1.3,v1.16
hCoV-19/Austria/CeMM4621/2021|EPI_ISL_11229386|2021-02-23,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(3/3),4.1.3,v1.16
hCoV-19/Austria/CeMM6350/2021|EPI_ISL_11229299|2021-03-14,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(7/7),4.1.3,v1.16
hCoV-19/Japan/HiroFH51/2021|EPI_ISL_9052886|2021-04-08,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.09,Usher placements: B.1.1.7(5/5),4.1.3,v1.16
hCoV-19/Romania/DJ64494/2021|EPI_ISL_8421365|2021-02-10,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Tunisia/C-3899/2021|EPI_ISL_10141486|2021-04-16,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Italy/CAM-UniSa-29/2021|EPI_ISL_10145986|2021-07-07,Q.2,0.0,,Alpha (B.1.1.7-like),0.87,0.13,Usher placements: Q.2(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM4622/2021|EPI_ISL_11229387|2021-02-24,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,Usher placements: B.1.1.7(6/6),4.1.3,v1.16
hCoV-19/Austria/CeMM6925/2021|EPI_ISL_11229787|2021-03-28,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(5/5),4.1.3,v1.16
hCoV-19/Taiwan/NTU117/2021|EPI_ISL_11362241|2021-07-06,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Taiwan/NTU125/2021|EPI_ISL_11333354|2021-08-31,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Japan/HiroFH117/2021|EPI_ISL_9052899|2021-04-04,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(6/6),4.1.3,v1.16
hCoV-19/Italy/BAS-UniSa-137/2021|EPI_ISL_10149564|2021-06-03,B.1.1.7,0.0,,B.1.1.7-like+E484K,0.83,0.12,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Kenya/RUS-COV-2397/2021|EPI_ISL_10435927|2021-04-12,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Tunisia/C-5108/2021|EPI_ISL_10141467|2021-04-22,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Costa_Rica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-1963-661169/2021|EPI_ISL_7711803|2021-04-15,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.09,Usher placements: B.1.1.7(7/7),4.1.3,v1.16
hCoV-19/Costa_Rica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-2082-670179/2021|EPI_ISL_7711810|2021-05-25,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Costa_Rica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-2086-670307/2021|EPI_ISL_7711800|2021-05-25,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(4/4),4.1.3,v1.16
hCoV-19/Costa_Rica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-1989-680509/2021|EPI_ISL_7711788|2021-07-08,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Costa_Rica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-1998-686528/2021|EPI_ISL_7711806|2021-08-04,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Costa_Rica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-1970-661760/2021|EPI_ISL_7711785|2021-04-20,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Costa_Rica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-2072-660092/2021|EPI_ISL_7711795|2021-04-08,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Costa_Rica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-2078-662448/2021|EPI_ISL_7711797|2021-04-23,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Costa_Rica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-2059-658420/2021|EPI_ISL_7711793|2021-03-25,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(4/4),4.1.3,v1.16
hCoV-19/Costa_Rica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-1969-661755/2021|EPI_ISL_7711804|2021-04-20,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(2/2),4.1.3,v1.16
hCoV-19/Costa_Rica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-2094-670971/2021|EPI_ISL_7711801|2021-05-27,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Costa_Rica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-2051-657044/2021|EPI_ISL_7711792|2021-03-13,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Costa_Rica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-1973-677654/2021|EPI_ISL_7711786|2021-06-25,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Costa_Rica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-2062-658971/2021|EPI_ISL_7711808|2021-03-30,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(2/2),4.1.3,v1.16
hCoV-19/Austria/CeMM4609/2021|EPI_ISL_11229379|2021-02-23,B.1.1,0.0,,,,,Usher placements: B.1.1(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM6349/2021|EPI_ISL_11229779|2021-03-14,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM4569/2021|EPI_ISL_11230279|2021-02-26,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Kenya/AGKH-1134156/2021|EPI_ISL_10436019|2021-06-28,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Kenya/COVKOM-4-1-01/2021|EPI_ISL_10435861|2021-04-16,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Kenya/AGKH-1133578/2021|EPI_ISL_10436017|2021-06-28,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Beijing/074/2021|EPI_ISL_8582073|2021-06-09,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.09,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Ghana/NMIMR-PUR-21-7004/2021|EPI_ISL_8065579|2021-06-16,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Costa_Rica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-2088-670355/2021|EPI_ISL_7711811|2021-05-25,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Costa_Rica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-2040-655655/2021|EPI_ISL_7711790|2021-03-04,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Costa_Rica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-1967-661747/2021|EPI_ISL_7711784|2021-04-20,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Costa_Rica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-2081-669942/2021|EPI_ISL_7711809|2021-05-24,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Costa_Rica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-1977-678320/2021|EPI_ISL_7711805|2021-06-29,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(2/2),4.1.3,v1.16
hCoV-19/Costa_Rica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-1961-660766/2021|EPI_ISL_7711802|2021-04-13,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM6520/2021|EPI_ISL_11229188|2021-03-18,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM4623/2021|EPI_ISL_11229388|2021-02-24,B.1.1,0.0,,,,,Usher placements: B.1.1(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM6937/2021|EPI_ISL_11229788|2021-03-28,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM6531/2021|EPI_ISL_11229488|2021-03-23,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM6310/2021|EPI_ISL_11229118|2021-03-12,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.87,0.13,Usher placements: B.1.1.7(3/3),4.1.3,v1.16
hCoV-19/Austria/CeMM5293/2021|EPI_ISL_11230477|2021-02-14,B.1.1.7,0.5,,,,,Usher placements: B.1.1(1/2) B.1.1.7(1/2),4.1.3,v1.16
hCoV-19/Cabo_Verde/Santiago_26039/2021|EPI_ISL_8350781|2021-05-15,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Reunion/PIMIT_19952/2021|EPI_ISL_9373655|2021-08-25,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Reunion/PIMIT_20063/2021|EPI_ISL_9373736|2021-08-23,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Kenya/KDH-361/2021|EPI_ISL_10435889|2021-04-14,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(4/4),4.1.3,v1.16
hCoV-19/Austria/CeMM4602/2021|EPI_ISL_11229089|2021-02-22,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(2/2),4.1.3,v1.16
hCoV-19/Italy/CAM-UniSa-24/2021|EPI_ISL_10145981|2021-06-14,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.87,0.13,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Tunisia/B-3226/2021|EPI_ISL_11266051|2021-03-18,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Tunisia/U-6355/2021|EPI_ISL_10141490|2021-04-21,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(2/2),4.1.3,v1.16
hCoV-19/Kenya/KDH-365/2021|EPI_ISL_10435890|2021-04-15,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM6528/2021|EPI_ISL_11229190|2021-03-23,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM6919/2021|EPI_ISL_11230290|2021-03-30,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(7/7),4.1.3,v1.16
hCoV-19/Mexico/CMX-INER-IBT-1339/2021|EPI_ISL_7747271|2021-05-27,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Japan/NCGM-A016/2021|EPI_ISL_9167436|2021-06-01,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(7/7),4.1.3,v1.16
hCoV-19/Spain/GA-CHUVI-33950594/2021|EPI_ISL_9613190|2021-05-02,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(2/2),4.1.3,v1.16
hCoV-19/Philippines/PH-APMC-16-21/2021|EPI_ISL_10581936|2021-08-14,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(4/4),4.1.3,v1.16
hCoV-19/Japan/NCGM-A017/2021|EPI_ISL_9167437|2021-05-31,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(6/6),4.1.3,v1.16
hCoV-19/Colombia/BOL-FCC00977/2021|EPI_ISL_9402291|2021-04-15,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(3/3),4.1.3,v1.16
hCoV-19/Austria/CeMM4681/2021|EPI_ISL_11230051|2021-02-12,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM6337/2021|EPI_ISL_11229778|2021-03-14,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Poland/Wroclaw_COV_BOL_45D/2021|EPI_ISL_7752454|2021-05-18,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(6/6),4.1.3,v1.16
hCoV-19/Poland/Wroclaw_COV_BOL_11D/2021|EPI_ISL_7752696|2021-04-08,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Poland/Wroclaw_COV_BOL_39C/2021|EPI_ISL_7753569|2021-05-11,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM5292/2021|EPI_ISL_11230476|2021-02-15,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM4556/2021|EPI_ISL_11230269|2021-02-26,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM4661/2021|EPI_ISL_11230032|2021-02-11,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(2/2),4.1.3,v1.16
hCoV-19/Austria/CeMM4665/2021|EPI_ISL_11230036|2021-02-17,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM4597/2021|EPI_ISL_11229370|2021-02-23,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM4586/2021|EPI_ISL_11229363|2021-02-24,B.1.1,0.0,,,,,Usher placements: B.1.1(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM4582/2021|EPI_ISL_11229359|2021-02-24,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(2/2),4.1.3,v1.16
hCoV-19/Austria/CeMM4574/2021|EPI_ISL_11229356|2021-02-24,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM6525/2021|EPI_ISL_11229463|2021-03-23,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM4584/2021|EPI_ISL_11229361|2021-02-24,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(2/2),4.1.3,v1.16
hCoV-19/Italy/APU-UniSa-164/2021|EPI_ISL_10149591|2021-03-15,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(6/6),4.1.3,v1.16
hCoV-19/Romania/DJ73608/2021|EPI_ISL_8421362|2021-03-25,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(2/2),4.1.3,v1.16
hCoV-19/Austria/CeMM6336/2021|EPI_ISL_11229449|2021-03-16,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM6267/2021|EPI_ISL_11229291|2021-03-14,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM7414/2021|EPI_ISL_11229691|2021-03-19,B.1.1.7,0.0,,B.1.1.7-like+E484K,0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Austria/CeMM6931/2021|EPI_ISL_11230291|2021-03-30,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(7/7),4.1.3,v1.16
hCoV-19/Spain/CT-IrsiCaixaR014SL1A11/2021|EPI_ISL_9812325|2021-04-07,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/Japan/HiroHC261/2021|EPI_ISL_10989165|2021-03-05,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(6/6),4.1.3,v1.16
hCoV-19/Japan/HiroFH118/2021|EPI_ISL_9052900|2021-03-12,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,Usher placements: B.1.1.7(2/2),4.1.3,v1.16
hCoV-19/USA/NC-ECU-CORVASEQ-108353535/2021|EPI_ISL_6174208|2021-06-11,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.83,0.09,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/USA/NC-ECU-CORVASEQ-108346748/2021|EPI_ISL_6174210|2021-06-11,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.83,0.09,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/USA/NC-ECU-CORVASEQ-108330142/2021|EPI_ISL_6174215|2021-06-10,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.83,0.09,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/USA/NC-ECU-CORVASEQ-108317298/2021|EPI_ISL_6174219|2021-06-09,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.83,0.09,Usher placements: B.1.1.7(2/2),4.1.3,v1.16
hCoV-19/USA/NC-ECU-CORVASEQ-108315130/2021|EPI_ISL_6174220|2021-06-09,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.83,0.09,Usher placements: B.1.1.7(2/2),4.1.3,v1.16
hCoV-19/USA/NC-ECU-CORVASEQ-108305800/2021|EPI_ISL_6174223|2021-06-08,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.87,0.09,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/USA/NC-ECU-CORVASEQ-108302207/2021|EPI_ISL_6174226|2021-06-07,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.83,0.09,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/USA/NC-ECU-CORVASEQ-108201833/2021|EPI_ISL_6174234|2021-06-01,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.83,0.09,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/USA/NC-ECU-CORVASEQ-108186263/2021|EPI_ISL_6174235|2021-05-30,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.83,0.09,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/USA/NC-ECU-CORVASEQ-108171395/2021|EPI_ISL_6174236|2021-05-28,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.83,0.09,Usher placements: B.1.1.7(3/3),4.1.3,v1.16
hCoV-19/USA/NC-ECU-CORVASEQ-108168435/2021|EPI_ISL_6174237|2021-05-28,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.83,0.09,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/USA/NC-ECU-CORVASEQ-108167944/2021|EPI_ISL_6174238|2021-05-28,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.83,0.09,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/USA/NC-ECU-CORVASEQ-108104229/2021|EPI_ISL_6174240|2021-05-24,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.83,0.09,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/USA/NC-ECU-CORVASEQ-108100598/2021|EPI_ISL_6174243|2021-05-24,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.83,0.09,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/USA/NC-ECU-CORVASEQ-108099254/2021|EPI_ISL_6174245|2021-05-24,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.83,0.09,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/USA/NC-ECU-CORVASEQ-108092457/2021|EPI_ISL_6174248|2021-05-23,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.83,0.09,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/USA/NC-ECU-CORVASEQ-108092455/2021|EPI_ISL_6174249|2021-05-23,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.87,0.04,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
hCoV-19/USA/NC-ECU-CORVASEQ-108486996/2021|EPI_ISL_6174252|2021-06-21,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.83,0.09,Usher placements: B.1.1.7(2/2),4.1.3,v1.16
hCoV-19/USA/NC-ECU-CORVASEQ-108485989/2021|EPI_ISL_6174253|2021-06-21,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.83,0.09,Usher placements: B.1.1.7(1/1),4.1.3,v1.16
